time,open,high,low,close,volume
1560355200,6543.069,6555.07,6541.87,6554.069,0.0893
1560358800,6553.57,6556.87,6548.869,6552.769,0.0613
1560362400,6553.07,6554.27,6547.37,6552.869,0.0417
1560366000,6552.87,6553.77,6544.569,6546.769,0.0486
1560369600,6546.869,6553.07,6545.87,6546.869,0.0118
1560380400,6548.769,6559.67,6546.669,6559.67,0.0212
1560384000,6559.669,6566.97,6543.969,6550.77,0.1338
1560387600,6550.769,6564.97,6546.769,6548.669,0.1403
1560391200,6548.67,6548.97,6535.67,6545.77,0.1474
1560394800,6545.769,6554.97,6543.669,6546.669,0.0858
1560398400,6546.67,6547.669,6538.769,6545.77,0.06
1560402000,6545.969,6547.77,6534.769,6543.669,0.0944
1560405600,6543.669,6546.97,6538.27,6542.67,0.0633
1560409200,6542.669,6562.97,6539.769,6557.769,0.109
1560412800,6558.67,6570.97,6554.769,6566.769,0.0944
1560416400,6566.769,6572.97,6564.769,6565.77,0.0704
1560420000,6565.769,6570.67,6561.77,6570.669,0.0569
1560423600,6571.67,6572.67,6564.469,6564.77,0.0418
1560427200,6564.77,6567.67,6556.769,6565.77,0.07
1560430800,6565.669,6570.67,6560.77,6564.469,0.1528
1560434400,6564.77,6565.77,6551.769,6553.17,0.2099
1560438000,6553.67,6557.67,6549.769,6551.77,0.1602
1560441600,6551.77,6553.67,6543.469,6552.469,0.0835
1560445200,6552.669,6556.77,6549.77,6551.77,0.0709
1560448800,6551.77,6552.97,6545.27,6546.769,0.0669
1560452400,6546.97,6553.67,6540.669,6553.67,0.0902
1560456000,6553.67,6555.67,6550.569,6553.269,0.0207
1560466800,6560.97,6561.969,6550.569,6552.969,0.0163
1560470400,6552.97,6553.27,6534.069,6536.969,0.1666
1560474000,6536.97,6560.97,6535.069,6553.07,0.1593
1560477600,6553.07,6555.07,6543.069,6550.97,0.1275
1560481200,6550.97,6555.069,6547.57,6550.969,0.0528
1560484800,6550.97,6561.27,6548.27,6552.969,0.0528
1560488400,6552.969,6555.07,6546.07,6555.07,0.0588
1560492000,6555.069,6559.27,6550.569,6553.969,0.0494
1560495600,6544.969,6551.27,6535.469,6542.97,0.0682
1560499200,6542.969,6546.97,6536.069,6539.969,0.0597
1560502800,6537.97,6543.97,6536.069,6538.069,0.0453
1560506400,6538.069,6538.97,6528.069,6532.969,0.0396
1560510000,6532.969,6535.97,6529.069,6535.07,0.0371
1560513600,6535.27,6540.27,6532.07,6538.969,0.074
1560517200,6539.07,6544.969,6532.069,6534.97,0.1888
1560520800,6533.469,6549.97,6532.069,6546.77,0.2332
1560524400,6547.069,6551.07,6538.07,6549.969,0.1573
1560528000,6548.069,6552.07,6544.77,6550.47,0.0799
1560531600,6549.869,6551.27,6546.969,6547.97,0.0476
1560535200,6547.97,6550.47,6546.069,6549.07,0.0391
1560538800,6549.27,6559.969,6548.069,6554.969,0.0587
1560726000,6573.67,6573.67,6548.67,6549.769,0.0242
1560729600,6549.769,6554.969,6525.969,6530.769,0.1661
1560733200,6530.97,6542.97,6527.169,6537.969,0.1627
1560736800,6539.669,6542.67,6535.769,6541.769,0.0842
1560740400,6541.769,6552.67,6539.77,6551.47,0.0775
1560744000,6551.77,6557.67,6542.769,6543.769,0.0726
1560747600,6543.77,6547.669,6538.669,6543.669,0.0655
1560751200,6543.67,6544.67,6529.669,6538.67,0.0788
1560754800,6535.17,6541.67,6533.169,6535.669,0.0505
1560758400,6535.669,6540.67,6533.669,6539.77,0.0446
1560762000,6539.769,6543.67,6537.67,6539.77,0.0419
1560765600,6540.67,6540.97,6532.769,6533.969,0.0469
1560769200,6533.97,6540.67,6529.769,6538.97,0.0472
1560772800,6538.97,6539.77,6526.769,6528.67,0.0751
1560776400,6526.77,6542.67,6526.77,6540.669,0.1429
1560780000,6540.669,6550.77,6538.769,6550.67,0.1427
1560783600,6548.77,6551.67,6540.769,6540.769,0.1099
1560787200,6541.769,6542.97,6535.769,6540.77,0.0469
1560790800,6540.97,6543.97,6540.47,6542.769,0.0318
1560794400,6540.769,6544.97,6539.769,6540.969,0.03
1560798000,6540.47,6542.67,6535.669,6541.77,0.0461
1560801600,6541.769,6544.67,6538.669,6541.67,0.0087
1560812400,6535.87,6543.87,6525.87,6532.869,0.0268
1560816000,6531.369,6552.87,6531.369,6536.869,0.1135
1560819600,6536.869,6561.87,6534.77,6556.87,0.0877
1560823200,6556.87,6570.87,6555.87,6559.87,0.0515
1560826800,6559.869,6566.87,6554.369,6564.869,0.0537
1560830400,6564.869,6573.87,6555.869,6557.869,0.0474
1560834000,6557.87,6569.869,6557.37,6568.87,0.0595
1560837600,6566.87,6572.87,6563.869,6572.87,0.0291
1560841200,6566.87,6567.87,6556.369,6567.87,0.0752
1560844800,6566.869,6597.87,6565.869,6583.869,0.136
1560848400,6584.869,6588.87,6580.869,6586.87,0.0566
1560852000,6585.369,6598.869,6583.869,6595.869,0.0614
1560855600,6594.37,6604.87,6594.369,6602.869,0.0413
1560859200,6602.87,6605.87,6598.869,6601.87,0.0668
1560862800,6600.369,6612.87,6596.37,6608.869,0.1562
1560866400,6608.87,6620.87,6607.87,6618.869,0.1367
1560870000,6618.869,6619.87,6606.37,6607.869,0.1028
1560873600,6607.869,6612.87,6604.869,6610.87,0.0482
1560877200,6610.37,6611.87,6603.369,6610.87,0.0472
1560880800,6610.87,6615.87,6608.869,6613.869,0.0284
1560884400,6611.87,6614.869,6606.37,6614.869,0.0592
1560888000,6613.37,6617.869,6608.769,6610.87,0.0145
1560898800,6624.169,6625.169,6615.169,6621.17,0.022
1560902400,6621.169,6639.169,6616.169,6638.169,0.0925
1560906000,6638.169,6645.17,6629.169,6639.17,0.0874
1560909600,6637.669,6645.17,6632.67,6634.169,0.0555
1560913200,6633.17,6643.17,6632.67,6637.17,0.0377
1560916800,6636.17,6638.17,6627.169,6637.169,0.0548
1560920400,6637.17,6648.17,6636.67,6646.17,0.059
1560924000,6644.669,6653.169,6642.169,6652.669,0.0554
1560927600,6652.17,6654.169,6641.669,6646.169,0.0386
1560931200,6647.17,6649.17,6643.869,6647.87,0.053
1560934800,6647.87,6654.37,6645.869,6651.869,0.0475
1560938400,6651.87,6657.87,6647.469,6654.37,0.026
1560942000,6654.87,6657.37,6645.969,6648.969,0.0455
1560945600,6648.97,6651.17,6644.469,6649.97,0.0403
1560949200,6648.17,6657.87,6647.869,6655.969,0.0845
1560952800,6657.37,6659.97,6652.869,6657.87,0.0854
1560956400,6657.869,6659.069,6643.469,6645.97,0.0743
1560960000,6644.969,6645.87,6640.969,6643.87,0.0487
1560963600,6643.87,6646.97,6637.97,6641.87,0.0563
1560967200,6642.369,6651.87,6634.869,6645.869,0.1946
1560970800,6646.87,6658.87,6645.369,6650.969,0.1
1560974400,6650.97,6660.869,6649.969,6654.87,0.0207
1560985200,6658.169,6665.07,6655.069,6663.07,0.0362
1560988800,6664.07,6676.57,6640.07,6646.97,0.2069
1560992400,6646.469,6665.97,6638.47,6663.77,0.1701
1560996000,6663.969,6673.97,6658.569,6660.57,0.125
1560999600,6659.569,6669.87,6659.17,6661.569,0.1079
1561003200,6661.669,6674.969,6660.87,6674.669,0.0584
1561006800,6674.67,6682.67,6667.67,6680.669,0.0842
1561010400,6680.67,6688.97,6676.969,6688.77,0.0679
1561014000,6691.969,6698.869,6686.669,6686.97,0.109
1561017600,6686.77,6702.97,6686.669,6696.77,0.0772
