time,open,high,low,close,volume
1680750000,33636.0,33645.0,33622.0,33627.0,589
1680750900,33629.0,33629.0,33611.0,33618.0,523
1680751800,33617.0,33625.0,33615.0,33621.0,324
1680752700,33621.0,33628.0,33618.0,33626.0,310
1680753600,33625.0,33626.0,33608.0,33614.0,378
1680754500,33613.0,33619.0,33601.0,33617.0,491
1680755400,33619.0,33619.0,33603.0,33615.0,443
1680756300,33614.0,33623.0,33613.0,33614.0,446
1680757200,33616.0,33617.0,33608.0,33613.0,442
1680758100,33614.0,33629.0,33606.0,33627.0,464
1680759000,33626.0,33627.0,33609.0,33611.0,252
1680759900,33608.0,33613.0,33606.0,33610.0,266
1680760800,33608.0,33614.0,33607.0,33610.0,187
1680761700,33609.0,33613.0,33605.0,33608.0,260
1680762600,33607.0,33618.0,33603.0,33617.0,319
1680763500,33616.0,33616.0,33591.0,33599.0,215
1680764400,33597.0,33605.0,33594.0,33602.0,194
1680765300,33599.0,33610.0,33599.0,33607.0,181
1680766200,33608.0,33613.0,33604.0,33612.0,212
1680767100,33609.0,33614.0,33602.0,33605.0,219
1680768000,33604.0,33605.0,33592.0,33604.0,301
1680768900,33601.0,33603.0,33592.0,33595.0,257
1680769800,33593.0,33597.0,33589.0,33594.0,288
1680770700,33596.0,33613.0,33594.0,33610.0,360
1680771600,33609.0,33634.0,33609.0,33621.0,510
1680772500,33622.0,33633.0,33618.0,33628.0,268
1680773400,33627.0,33641.0,33622.0,33636.0,378
1680774300,33636.0,33659.0,33628.0,33647.0,389
1680775200,33645.0,33659.0,33637.0,33654.0,1155
1680776100,33653.0,33678.0,33649.0,33672.0,793
1680777000,33673.0,33680.0,33655.0,33657.0,709
1680777900,33656.0,33683.0,33655.0,33667.0,544
1680778800,33667.0,33684.0,33665.0,33665.0,618
1680779700,33664.0,33667.0,33640.0,33651.0,563
1680780600,33649.0,33672.0,33649.0,33666.0,482
1680781500,33669.0,33682.0,33660.0,33680.0,502
1680782400,33680.0,33685.0,33664.0,33671.0,492
1680783300,33672.0,33675.0,33645.0,33648.0,435
1680784200,33649.0,33663.0,33644.0,33660.0,464
1680785100,33662.0,33687.0,33659.0,33677.0,757
1680786000,33679.0,33681.0,33653.0,33673.0,911
1680786900,33673.0,33683.0,33661.0,33662.0,542
1680787800,33662.0,33671.0,33653.0,33664.0,530
1680788700,33663.0,33672.0,33654.0,33667.0,432
1680789600,33666.0,33676.0,33660.0,33673.0,551
1680790500,33672.0,33680.0,33664.0,33674.0,449
1680791400,33672.0,33695.0,33672.0,33684.0,556
1680792300,33683.0,33712.0,33680.0,33709.0,507
1680793200,33711.0,33715.0,33668.0,33681.0,630
1680794100,33680.0,33680.0,33655.0,33661.0,553
1680795000,33656.0,33679.0,33628.0,33638.0,1617
1680795900,33640.0,33642.0,33614.0,33620.0,910
1680796800,33620.0,33626.0,33590.0,33592.0,898
1680797700,33594.0,33603.0,33577.0,33598.0,853
1680798600,33600.0,33611.0,33516.0,33537.0,4638
1680799500,33539.0,33561.0,33503.0,33520.0,3204
1680800400,33520.0,33577.0,33508.0,33562.0,3646
1680801300,33560.0,33597.0,33545.0,33569.0,2691
1680802200,33568.0,33577.0,33485.0,33515.0,2915
1680803100,33514.0,33552.0,33497.0,33526.0,2672
1680804000,33526.0,33589.0,33507.0,33573.0,2475
1680804900,33573.0,33589.0,33556.0,33563.0,2306
1680805800,33564.0,33583.0,33553.0,33572.0,2328
1680806700,33573.0,33611.0,33564.0,33609.0,1910
1680807600,33608.0,33656.0,33606.0,33646.0,2023
1680808500,33647.0,33664.0,33630.0,33649.0,1571
1680809400,33651.0,33694.0,33647.0,33687.0,1756
1680810300,33687.0,33698.0,33651.0,33657.0,1539
1680811200,33656.0,33682.0,33641.0,33668.0,1732
1680812100,33668.0,33703.0,33666.0,33689.0,1515
1680813000,33689.0,33703.0,33667.0,33679.0,1543
1680813900,33681.0,33683.0,33646.0,33655.0,1531
1680814800,33654.0,33672.0,33644.0,33659.0,1729
1680815700,33661.0,33677.0,33654.0,33669.0,1663
1680816600,33670.0,33687.0,33651.0,33664.0,1482
