time,open,high,low,close,volume
1577836800,7225.0,7225.0,7200.0,7210.0,117
1577923200,7220.0,7225.0,6900.0,6950.0,4657
1578009600,6945.0,7500.0,6860.0,7335.0,8407
1578182400,7435.0,7440.0,7385.0,7430.0,168
1578268800,7425.0,7905.0,7425.0,7845.0,6457
1578355200,7850.0,8340.0,7805.0,8285.0,11362
1578441600,8270.0,8595.0,7915.0,8100.0,15777
1578528000,8115.0,8115.0,7800.0,7865.0,10279
1578614400,7860.0,8220.0,7700.0,8125.0,12932
1578787200,8235.0,8280.0,8215.0,8280.0,322
1578873600,8280.0,8300.0,8100.0,8155.0,2879
1578960000,8160.0,8980.0,8150.0,8890.0,13507
1579046400,8895.0,8995.0,8635.0,8885.0,6650
1579132800,8900.0,8925.0,8615.0,8780.0,5642
1579219200,8765.0,9085.0,8720.0,8955.0,6799
1579392000,8720.0,8750.0,8645.0,8740.0,290
1579478400,8740.0,8765.0,8530.0,8670.0,2871
1579564800,8670.0,8825.0,8515.0,8785.0,4292
1579651200,8790.0,8865.0,8600.0,8695.0,4649
1579737600,8700.0,8705.0,8290.0,8405.0,13891
1579824000,8410.0,8540.0,8235.0,8505.0,9288
1579996800,8595.0,8630.0,8585.0,8630.0,383
1580083200,8635.0,9020.0,8575.0,8920.0,12641
1580169600,8920.0,9460.0,8905.0,9420.0,15771
1580256000,9440.0,9480.0,9250.0,9300.0,11131
1580342400,9295.0,9570.0,9160.0,9505.0,13812
1580428800,9490.0,9515.0,9180.0,9275.0,650
1580601600,9495.0,9540.0,9435.0,9450.0,372
1580688000,9450.0,9790.0,9270.0,9365.0,8635
1580774400,9365.0,9440.0,9130.0,9235.0,8062
1580860800,9235.0,9945.0,9225.0,9780.0,14429
1580947200,9785.0,10010.0,9685.0,9880.0,11653
1581033600,9885.0,10030.0,9810.0,9855.0,8119
1581206400,10200.0,10335.0,10200.0,10315.0,482
1581292800,10310.0,10360.0,9510.0,9940.0,6381
1581379200,9935.0,10570.0,9790.0,10375.0,15658
1581465600,10380.0,10620.0,10350.0,10480.0,12796
1581552000,10480.0,10670.0,10160.0,10325.0,15992
1581638400,10335.0,10635.0,10210.0,10475.0,8556
1581811200,9980.0,10080.0,9930.0,9995.0,419
1581897600,10000.0,10040.0,9505.0,9755.0,9818
1581984000,9755.0,10365.0,9640.0,10270.0,10477
1582070400,10270.0,10545.0,9245.0,9625.0,8645
1582156800,9615.0,9730.0,9405.0,9630.0,3694
1582243200,9630.0,9830.0,9600.0,9710.0,2010
1582416000,9935.0,10050.0,9935.0,10025.0,342
1582502400,10020.0,10075.0,9480.0,9670.0,6459
1582588800,9675.0,9695.0,9240.0,9320.0,3543
1582675200,9310.0,9375.0,8595.0,8775.0,7274
1582761600,8760.0,8980.0,8520.0,8790.0,3197
1582848000,8825.0,8905.0,8430.0,8670.0,485
1583020800,8645.0,8655.0,8590.0,8590.0,117
1583107200,8590.0,9030.0,8540.0,8995.0,2085
1583193600,8975.0,8990.0,8740.0,8815.0,2764
1583280000,8805.0,8910.0,8700.0,8810.0,1817
1583366400,8815.0,9250.0,8815.0,9135.0,3702
1583452800,9130.0,9250.0,9060.0,9170.0,1721
1583625600,8265.0,8280.0,7995.0,8040.0,1582
1583712000,8045.0,8180.0,7640.0,7935.0,7998
1583798400,7945.0,8175.0,7755.0,7900.0,5131
